"LE_MET_level6","fishing_hours","Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO","ID"
"OTB_DEF_>=65_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",920
"OTB_DEF_>=65_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",921
"OTB_DEF_>=70_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",922
"OTB_DEF_>=70_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",923
"OTB_DEF_UND_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",924
"OTB_DEF_UNK",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",925
"OTB_DEF_misc_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",926
"OTB_DEF_misc_1_110",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",927
"OTB_DWS_0",NA,"OT_MIX_DMF_BEN",NA,"OTB_DWS","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",928
"OTB_DWS_100-119_0_0",NA,"OT_MIX_DMF_BEN","OT_MIX_DMF_BEN","OTB_DWS","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",929
"OTB_MCF_70-99_0_0",NA,"OT_MIX_DMF_PEL","OT_MIX_DMF_PEL","OTB_MCF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",930
"OTB_MIS_0_0_0",NA,"OT_MIX","OT_MIX","OTB_MIS","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",931
"OTB_MOL_0",NA,"OT_MIX",NA,"OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",932
"OTB_MOL_0_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",933
"OTB_MOL_0_16_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",934
"OTB_MOL_100-119_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",935
"OTB_MOL_100_119_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",936
"OTB_MOL_16-31_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",937
"OTB_MOL_16_31_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",938
"OTB_MOL_32-69_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",939
"OTB_MOL_32_54_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",940
"OTB_MOL_32_69_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",941
"OTB_MOL_55_69_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",942
"OTB_MOL_70-99_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",943
"OTB_MOL_70_99_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",944
"OTB_MOL_<16_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",945
"OTB_MOL_>=120_0_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",946
"OTB_MOL_>=70_0",NA,"OT_MIX","OT_MIX","OTB_MOL","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",947
"OTB_MPD_16-31_0_0",NA,"OT_MIX_DMF_PEL","OT_MIX_DMF_PEL","OTB_MPD","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",948
"OTB_MPD_70-99_0_0",NA,"OT_MIX_DMF_PEL","OT_MIX_DMF_PEL","OTB_MPD","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",949
"OTB_NOC_100-119_0_0",NA,"OT_MIX",NA,"OTB_NOC","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",950
"OTB_NOC_32-69_0_0",NA,"OT_MIX",NA,"OTB_NOC","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",951
"OTB_NOC_70-99_0_0",NA,"OT_MIX",NA,"OTB_NOC","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",952
"OTB_NOC_>=120_0_0",NA,"OT_MIX",NA,"OTB_NOC","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",953
"OTB_SPF_0",NA,"OT_SPF",NA,"OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",954
"OTB_SPF_0-0_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",955
"OTB_SPF_0_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",956
"OTB_SPF_0_16_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",957
"OTB_SPF_100-119_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",958
"OTB_SPF_100_119_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",959
"OTB_SPF_1249",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",960
"OTB_SPF_16-104_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",961
"OTB_SPF_16-31_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",962
"OTB_SPF_16_31_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",963
"OTB_SPF_16_31_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",964
"OTB_SPF_1749",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",965
"OTB_SPF_2499",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",966
"OTB_SPF_32-104_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",967
"OTB_SPF_32-54_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",968
"OTB_SPF_32-69_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",969
"OTB_SPF_32-89_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",970
"OTB_SPF_32_54_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",971
"OTB_SPF_32_69_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",972
"OTB_SPF_3999",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",973
"OTB_SPF_5000",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",974
"OTB_SPF_55-69_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",975
"OTB_SPF_55_69_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",976
"OTB_SPF_624",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",977
"OTB_SPF_70-99_0_0",NA,"OT_SPF","OT_SPF","OTB_SPF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",978
"OTM_DEF_>=105_1_120",NA,NA,NA,"OTM_DEF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",979
"OTM_DEF_>=120_0",NA,NA,NA,"OTM_DEF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",980
"OTM_DEF_>=120_0_0",NA,NA,NA,"OTM_DEF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",981
"OTM_DEF_>=70_0",NA,NA,NA,"OTM_DEF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",982
"OTM_DEF_UNK",NA,NA,NA,"OTM_DEF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",983
"OTM_DWS_0",NA,NA,NA,"OTM_DWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",984
"OTM_DWS_2499",NA,NA,NA,"OTM_DWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",985
"OTM_DWS_3999",NA,NA,NA,"OTM_DWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",986
"OTM_DWS_5000",NA,NA,NA,"OTM_DWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",987
"OTM_FWS_55-69_0_0",NA,NA,NA,"OTM_FWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",988
"OTM_FWS_>0_0_0",NA,NA,NA,"OTM_FWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",989
"OTM_FWS_UNK",NA,NA,NA,"OTM_FWS","OTM",NA,"Midwater","Midwater_Trawl","Midwater",990
"OTM_LPF_0_0_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",991
"OTM_LPF_100-119_0_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",992
"OTM_LPF_100_119_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",993
"OTM_LPF_16_31_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",994
"OTM_LPF_32-54_0_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",995
"OTM_LPF_32-69_0_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",996
"OTM_LPF_32_54_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",997
"OTM_LPF_70_99_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",998
"OTM_LPF_>=120_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",999
"OTM_LPF_>=120_0_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1000
"OTM_LPF_>=70_0",NA,NA,NA,"OTM_LPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1001
"OTM_MOL_16-31_0_0",NA,NA,NA,"OTM_MOL","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1002
"OTM_NOC_16-31_0_0",NA,NA,NA,"OTM_NOC","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1003
"OTM_NOC_32-69_0_0",NA,NA,NA,"OTM_NOC","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1004
"OTM_SPF_0",NA,NA,NA,"OTM_NOC","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1005
"OTM_SPF_0_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1006
"OTM_SPF_0_16_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1007
"OTM_SPF_100-119_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1008
"OTM_SPF_100_119_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1009
"OTM_SPF_1249",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1010
"OTM_SPF_16-104_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1011
"OTM_SPF_16-31_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1012
"OTM_SPF_16_31_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1013
"OTM_SPF_16_31_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1014
"OTM_SPF_1749",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1015
"OTM_SPF_2499",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1016
"OTM_SPF_32-104_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1017
"OTM_SPF_32-54_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1018
"OTM_SPF_32-69_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1019
"OTM_SPF_32-89_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1020
"OTM_SPF_32_54_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1021
"OTM_SPF_32_69_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1022
"OTM_SPF_349",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1023
"OTM_SPF_3999",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1024
"OTM_SPF_40_64_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1025
"OTM_SPF_5000",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1026
"OTM_SPF_55-69_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1027
"OTM_SPF_70-99_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1028
"OTM_SPF_70_99_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1029
"OTM_SPF_874",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1030
"OTM_SPF_<16_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1031
"OTM_SPF_>=120_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1032
"OTM_SPF_>=40_0_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1033
"OTM_SPF_>=65_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1034
"OTM_SPF_>=70_0",NA,NA,NA,"OTM_SPF","OTM",NA,"Midwater","Midwater_Trawl","Midwater",1035
"OTT_CRU_>=70_0",NA,"OT_CRU","OT_CRU","OTT_CRU","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1036
"OTT_DEF_0_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1037
"OTT_DEF_0_16_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1038
"OTT_DEF_100-119_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1039
"OTT_DEF_100_119_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1040
"OTT_DEF_16-31_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1041
"OTT_DEF_16_31_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1042
"OTT_DEF_32-69_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1043
"OTT_DEF_32_54_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1044
"OTT_DEF_32_69_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1045
"OTT_DEF_55_69_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1046
"OTT_DEF_70-99_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1047
"OTT_DEF_70_99_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1048
"OTT_DEF_90-119_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1049
"OTT_DEF_90-119_1_120",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1050
"OTT_DEF_90-119_1_140",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1051
"OTT_DEF_90-119_1_300",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1052
"OTT_DEF_<16_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1053
"OTT_DEF_>0_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1054
"OTT_DEF_>=105_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1055
"OTT_DEF_>=105_1_120",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1056
"OTT_DEF_>=120_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1057
"OTT_DEF_>=120_0_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1058
"OTT_DEF_>=120_1_120",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1059
"OTT_DEF_>=65_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1060
"OTT_DEF_>=70_0",NA,"OT_DMF","OT_DMF","OTT_DEF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1061
"OTT_DWS_100_119_0",NA,"OT_MIX_DMF_BEN",NA,"OTT_DWS","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1062
"OTT_DWS_70-99_0_0",NA,"OT_MIX_DMF_BEN",NA,"OTT_DWS","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1063
"OTT_DWS_>=120_0_0",NA,"OT_MIX_DMF_BEN",NA,"OTT_DWS","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1064
"OTT_DWS_>=70_0",NA,"OT_MIX_DMF_BEN",NA,"OTT_DWS","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1065
"OTT_FIF_90-119_0_0",NA,"OT_DMF",NA,"OTT_FIF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1066
"OTT_FIF_90-119_1_120",NA,"OT_DMF",NA,"OTT_FIF","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1067
"OTT_MCD_100-119_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1068
"OTT_MCD_70-99_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1069
"OTT_MCD_90-119_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1070
"OTT_MCD_90-119_1_120",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1071
"OTT_MCD_90-119_1_140",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1072
"OTT_MCD_90-119_1_300",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1073
"OTT_MCD_90-119_1_>14",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1074
"OTT_MCD_90-119_1_>140",NA,"OT_MIX_CRU_DMF",NA,"OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1075
"OTT_MCD_>=120_0_0",NA,"OT_MIX_CRU_DMF","OT_MIX_CRU","OTT_MCD","OTT","Otter_Trawl_Twin","Otter","Twin_Otter_Trawl","Otter",1076
"PS2_SPF_5000",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",1077
"PS2_SPF_624",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",1078
"PS2_SPF_874",NA,NA,NA,"PS2_SPF","PS2",NA,"Seine","Purse_seine","Midwater",1079
"PS_DEF_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1080
"PS_DEF_0_0_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1081
"PS_DEF_0_16_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1082
"PS_DEF_100_119_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1083
"PS_DEF_1249",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1084
"PS_DEF_16_31_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1085
"PS_DEF_1749",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1086
"PS_DEF_2499",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1087
"PS_DEF_32_54_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1088
"PS_DEF_32_69_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1089
"PS_DEF_349",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1090
"PS_DEF_55_69_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1091
"PS_DEF_624",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1092
"PS_DEF_70_99_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1093
"PS_DEF_874",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1094
"PS_DEF_>=120_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1095
"PS_DEF_>=70_0",NA,NA,NA,"PS_DEF","PS",NA,"Seine","Purse_seine","Midwater",1096
"PS_LPF_0_0_0",NA,NA,NA,"PS_LPF","PS",NA,"Seine","Purse_seine","Midwater",1097
"PS_LPF_0_16_0",NA,NA,NA,"PS_LPF","PS",NA,"Seine","Purse_seine","Midwater",1098
"PS_LPF_16_31_0",NA,NA,NA,"PS_LPF","PS",NA,"Seine","Purse_seine","Midwater",1099
"PS_LPF_>=120_0",NA,NA,NA,"PS_LPF","PS",NA,"Seine","Purse_seine","Midwater",1100
"PS_LPF_>=70_0",NA,NA,NA,"PS_LPF","PS",NA,"Seine","Purse_seine","Midwater",1101
"PS_SPF_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1102
"PS_SPF_0_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1103
"PS_SPF_0_16_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1104
"PS_SPF_100-119_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1105
"PS_SPF_100_119_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1106
"PS_SPF_1249",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1107
"PS_SPF_16-104_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1108
"PS_SPF_16-31_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1109
"PS_SPF_16_31_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1110
"PS_SPF_1749",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1111
"PS_SPF_2499",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1112
"PS_SPF_32-104_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1113
"PS_SPF_32-69_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1114
"PS_SPF_32_54_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1115
"PS_SPF_32_69_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1116
"PS_SPF_349",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1117
"PS_SPF_3999",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1118
